ags,breitbandversorgung50MbitsProzent,breitbandversorgung100MbitsProzent,breitbandversorgung1000MbitsProzent
12064125,60.95,43.64,0.62
12064128,64.05,41.39,0.91
12064130,1.62,0.4,0.0
12064136,97.0,66.34,1.02
12064153,74.47,29.36,1.28
12064172,82.15,59.58,0.26
12064190,2.45,0.16,0.16
12064205,43.38,35.08,0.0
12064222,56.02,48.19,0.8
12064227,93.34,83.06,45.95
12064266,18.67,9.53,0.61
12064268,67.94,41.97,0.07
12064274,39.06,27.05,0.81
12064288,80.28,48.79,1.38
12064290,6.09,3.35,0.3
12064303,39.93,29.5,0.36
12064317,84.85,67.4,1.4
12064336,96.0,68.87,1.99
12064340,46.35,39.19,0.78
12064349,85.4,73.6,0.8
12064365,65.89,41.84,0.44
12064370,60.45,42.06,2.37
12064371,80.65,65.73,1.28
12064380,97.99,68.46,2.01
12064388,45.32,32.41,0.0
12064393,74.12,53.97,0.0
12064408,88.47,60.98,5.21
12064417,56.73,40.73,0.0
12064420,91.11,82.22,0.0
12064428,90.47,78.24,27.77
12064448,91.14,78.17,0.11
12064472,97.13,91.07,64.93
12064480,67.7,42.86,1.86
12064482,3.74,2.45,2.45
12064484,28.28,20.69,0.23
12064512,90.81,81.13,37.85
12064538,60.05,43.93,0.23
12064539,82.13,61.71,0.0
12065036,94.7,86.76,35.61
12065084,92.98,85.7,39.77
12065096,100.0,87.38,25.93
12065100,87.88,81.11,45.05
12065117,91.86,80.32,0.0
12065136,98.96,97.54,57.32
12065144,93.09,85.92,32.54
12065165,76.36,62.76,1.13
12065180,97.48,96.54,59.1
12065193,70.73,60.04,0.67
12065198,83.61,69.26,0.24
12065225,92.7,75.07,5.49
12065251,88.97,73.24,0.99
12065256,89.39,77.85,10.43
12065276,94.92,87.01,0.56
12065301,93.63,79.62,0.21
12065310,89.51,77.8,0.37
12065332,95.56,91.64,2.31
12065356,88.26,80.11,45.23
12066008,61.71,55.18,0.67
12066041,24.55,13.36,0.36
12066052,89.18,83.55,1.81
12066064,97.97,97.29,78.31
12066104,83.12,71.1,0.84
12066112,97.27,94.48,46.49
12066116,98.26,96.96,0.43
12066120,94.16,85.4,0.36
12066124,96.56,91.69,0.57
12066132,88.94,63.27,0.22
12066168,77.15,52.65,0.0
12066176,96.17,84.05,22.83
12066188,98.48,97.56,0.0
12066196,97.7,95.07,1.21
12066202,14.84,8.52,0.55
12066226,30.38,25.94,0.68
12066228,96.49,95.69,0.16
12066240,93.7,76.81,0.0
12066272,96.15,80.39,0.4
12066285,82.14,71.01,0.03
12066292,95.77,85.92,0.0
12066296,94.54,81.94,6.07
12066304,96.71,92.16,29.44
12066316,98.49,94.86,41.39
12066320,95.62,91.14,5.6
12067024,88.66,80.32,7.0
12067036,96.25,90.18,48.52
12067040,80.62,70.93,0.39
12067072,76.7,60.86,0.23
12067076,94.46,88.06,0.0
12067112,96.83,1.59,0.32
12067120,94.45,89.39,17.24
12067124,97.33,90.13,56.1
12067137,69.73,60.99,1.02
12067144,97.4,91.42,41.16
12067173,74.67,60.06,0.24
12067180,78.1,59.37,0.11
12067201,89.52,68.88,0.2
12067205,71.47,32.43,0.3
12067237,82.34,52.63,0.35
12067288,92.55,2.64,2.64
12067292,83.79,57.71,0.0
12067324,95.82,85.5,0.25
12067336,83.18,77.58,47.72
12067338,89.15,60.92,0.13
12067357,70.35,59.01,0.1
12067397,93.81,86.28,0.0
12067408,35.04,27.86,2.83
12067413,69.69,55.82,0.55
12067426,75.6,55.9,0.05
12067438,56.82,41.87,0.0
12067440,94.57,83.73,51.81
12067458,93.25,81.43,0.0
12067469,71.98,51.48,1.54
12067473,85.33,72.78,0.91
12067481,82.07,61.66,1.12
12067493,76.88,61.83,0.11
12067508,91.05,70.29,0.0
12067520,83.2,63.2,0.8
12067528,90.63,84.16,2.39
12067544,95.42,82.1,6.45
12067552,68.55,57.08,0.15
12068052,87.36,70.07,0.89
12068072,81.78,51.55,0.78
12068109,91.55,63.38,0.0
12068117,80.26,64.69,0.27
12068181,84.71,69.33,0.57
12068188,94.0,69.67,0.33
12068264,88.55,78.44,1.99
12068280,81.52,64.84,0.19
12068306,88.65,63.86,4.54
12068320,93.14,87.94,18.4
12068324,79.05,65.88,1.41
12068353,90.16,82.31,34.29
12068372,86.72,64.45,0.78
12068409,88.81,62.7,2.8
12068413,85.6,75.72,0.41
12068417,67.08,53.54,0.31
12068425,80.56,71.27,0.28
12068426,68.83,44.97,0.14
12068437,76.12,60.45,2.61
12068452,80.06,62.08,0.28
12068468,91.72,83.85,43.56
12068477,85.38,75.15,4.42
12068501,84.53,67.67,1.39
12069017,92.02,76.67,0.33
12069018,93.33,73.68,2.48
12069019,87.95,71.66,0.98
12069020,91.64,78.75,0.11
12069028,89.82,76.36,0.55
12069052,71.78,39.91,0.07
12069056,64.71,35.94,0.0
12069076,87.89,70.49,0.38
12069089,92.17,82.49,1.84
12069216,94.21,90.29,0.17
12069224,86.38,81.73,0.17
12069232,90.45,84.55,0.45
12069249,85.1,66.06,0.76
12069270,92.04,68.71,1.65
12069304,95.81,88.95,70.34
12069306,91.41,74.38,0.59
12069345,94.4,84.53,0.53
12069397,85.94,71.46,1.42
12069402,97.84,83.02,0.0
12069448,87.33,73.68,1.46
12069454,96.67,90.19,2.16
12069460,73.7,57.04,0.37
12069470,97.92,95.63,0.42
12069474,90.11,71.93,0.27
12069485,94.58,84.73,0.74
12069537,93.52,70.32,0.0
12069541,80.57,60.75,0.19
12069590,94.33,80.47,0.06
12069596,93.55,81.15,0.15
12069604,94.28,83.69,47.69
12069616,97.25,93.87,80.74
12069632,86.51,74.99,0.03
12069648,97.84,72.84,0.0
12069656,94.06,85.71,1.98
12069665,90.17,70.65,0.48
12069680,82.39,63.88,0.9
12069688,89.04,64.83,0.21
12069696,90.81,74.82,0.27
12070008,92.98,80.64,0.0
12070028,96.93,80.19,0.24
12070052,71.72,40.73,0.41
12070060,95.48,82.2,0.0
12070096,94.98,76.15,0.0
12070125,91.21,74.76,0.67
12070145,90.04,80.08,0.0
12070149,87.32,74.93,26.02
12070153,88.07,69.47,0.35
12070173,92.54,77.47,0.6
12070222,89.95,83.6,1.06
12070236,82.53,72.41,0.76
12070241,80.97,73.01,0.28
12070244,88.16,76.8,0.16
12070246,64.75,44.06,0.38
12070266,91.18,82.35,0.8
12070280,90.29,78.66,0.55
12070296,94.19,89.98,40.97
12070300,98.04,87.84,0.0
12070302,85.65,70.69,0.42
12070316,86.19,76.79,0.44
12070325,90.44,79.42,0.66
12070348,70.63,65.43,0.37
12070393,85.53,75.88,2.19
12070416,86.02,66.02,6.02
12070424,97.2,91.33,34.24
12071028,94.52,85.59,0.29
12071032,91.97,79.15,0.3
12071041,81.47,54.87,0.24
12071044,90.96,71.35,1.27
12071052,74.38,63.91,0.28
12071057,78.09,64.4,0.53
12071060,91.56,76.0,0.44
12071074,64.24,45.29,1.01
12071076,94.67,78.63,0.13
12071153,89.59,75.27,0.43
12071160,82.98,80.26,0.41
12071164,97.33,92.44,0.44
12071176,69.32,60.61,0.38
12071189,30.54,23.65,1.48
12071193,68.74,59.01,0.26
12071244,86.18,72.02,30.42
12071294,82.6,70.41,0.4
12071301,72.45,62.82,0.08
12071304,89.47,82.25,39.1
12071337,82.17,66.14,0.11
12071341,19.95,5.12,0.0
12071372,92.17,88.27,67.18
12071384,88.79,77.57,0.0
12071386,59.42,53.79,0.97
12071392,89.86,70.62,8.08
12071401,87.93,64.75,0.38
12071408,96.44,94.74,0.06
12071412,93.18,86.6,0.12
12071414,80.83,61.65,1.16
12072002,93.11,65.44,1.21
12072014,91.01,80.73,1.28
12072017,92.34,79.18,36.66
12072053,94.4,90.81,67.0
12072055,93.69,90.78,56.8
12072120,94.57,79.43,1.33
12072157,87.67,79.73,34.52
12072169,95.15,88.36,0.54
12072232,93.13,85.99,9.0
12072240,97.38,91.51,5.38
12072297,95.48,81.98,0.23
12072298,85.01,74.97,14.57
12072312,94.97,41.97,1.38
12072340,96.29,88.76,64.69
12072426,93.92,70.8,3.15
12072477,90.67,79.93,20.48
12073008,86.59,72.88,21.89
12073032,46.09,0.0,0.0
12073069,77.97,61.17,0.9
12073085,70.62,57.13,0.22
12073093,78.29,67.97,0.0
12073097,78.01,20.84,0.31
12073157,89.97,78.37,0.31
12073189,83.15,55.4,0.16
12073201,73.44,63.22,0.36
12073216,84.54,68.3,1.03
12073225,82.48,67.17,1.61
12073261,71.04,49.79,5.42
12073309,70.96,0.0,0.0
12073384,78.99,65.43,0.12
12073386,68.3,61.28,0.0
12073393,71.2,0.53,0.53
12073396,81.46,63.33,0.54
12073404,68.29,60.0,1.46
12073429,86.76,75.3,18.53
12073430,86.98,75.67,0.54
12073440,94.35,88.24,0.71
12073452,95.84,91.18,1.01
12073458,87.37,70.02,1.07
12073490,84.0,66.46,0.31
12073505,72.01,57.51,0.0
12073520,97.11,89.89,0.0
12073532,95.0,57.31,2.11
12073565,49.08,17.32,0.79
12073569,79.12,64.47,0.37
12073572,91.42,84.36,0.23
12073578,60.89,43.35,0.2
12073579,77.89,61.35,0.58
12073603,79.35,48.51,0.14
12073645,87.92,69.43,0.0
13003000,98.62,96.88,82.51
13004000,97.84,96.69,81.6
13071001,37.61,21.02,7.3
13071002,92.91,91.49,80.14
13071003,29.3,0.0,0.0
13071004,37.46,35.67,0.18
13071005,65.07,47.26,1.37
13071006,4.44,0.0,0.0
13071007,5.61,0.8,0.8
13071008,95.06,86.31,0.0
13071009,94.37,84.51,0.0
13071010,98.17,96.04,31.1
13071011,87.35,75.18,1.47
13071012,4.25,0.85,0.85
13071013,36.92,24.37,0.72
13071014,16.95,4.6,4.39
13071015,2.17,0.0,0.0
13071016,51.97,46.06,0.0
13071017,83.56,63.01,0.0
13071018,54.35,16.85,0.0
13071019,52.85,34.04,1.06
13071020,2.2,1.1,1.1
13071021,74.16,70.02,25.91
13071022,52.46,37.95,0.0
13071023,49.04,39.9,0.96
13071025,65.63,48.32,0.26
13071026,70.41,52.96,0.3
13071027,66.53,61.85,46.84
13071028,1.23,0.74,0.74
13071029,42.75,38.35,0.09
13071032,20.44,13.21,3.77
13071033,45.42,33.39,8.06
13071034,69.57,50.72,1.09
13071035,80.75,76.56,67.86
13071036,73.76,57.12,0.34
13071037,57.79,36.88,11.22
13071039,58.09,55.03,0.34
13071041,81.87,76.68,0.0
13071042,10.0,10.0,10.0
13071043,35.74,10.65,0.52
13071044,79.43,41.13,0.0
13071045,34.75,24.11,0.0
13071047,43.77,19.84,0.0
13071048,94.27,80.89,8.28
13071049,1.06,0.53,0.53
13071050,90.7,87.6,0.78
13071053,7.14,1.79,1.79
13071054,12.5,8.73,0.6
13071055,80.96,66.9,2.49
13071056,6.57,4.18,0.4
13071057,64.24,58.54,0.32
13071058,67.95,49.36,0.64
13071059,70.82,50.58,1.56
13071060,87.06,57.71,17.91
13071063,90.2,83.92,0.78
13071064,66.13,64.52,0.0
13071065,85.82,76.0,1.09
13071066,64.34,39.75,0.0
13071067,81.38,52.55,14.11
13071068,91.28,88.62,80.15
13071069,90.07,76.16,0.88
13071070,41.06,36.78,36.52
13071071,93.91,83.65,1.92
13071072,48.25,43.86,43.86
13071073,92.63,76.84,1.05
13071074,14.74,11.58,11.58
13071075,9.36,0.67,0.67
13071076,64.83,49.13,0.58
13071077,83.84,79.66,0.0
13071078,86.77,78.31,0.53
13071079,71.71,67.76,61.51
13071080,30.15,17.56,1.15
13071081,85.28,85.28,85.28
13071083,1.98,0.0,0.0
13071084,7.48,1.25,1.25
13071087,85.83,71.25,0.42
13071088,5.42,1.25,0.0
13071089,72.06,61.76,2.21
13071090,36.65,34.96,0.56
13071092,59.45,49.23,20.6
13071093,92.89,92.06,86.05
13071096,5.15,1.47,1.47
13071097,2.53,0.0,0.0
13071099,20.96,13.11,1.29
13071100,34.09,30.52,0.97
13071101,28.18,12.47,0.14
13071102,96.0,81.82,0.0
13071103,88.36,72.14,0.42
13071104,85.16,76.77,27.74
13071105,3.23,0.81,0.81
13071107,99.77,99.6,72.25
13071108,89.18,83.17,0.6
13071109,80.91,80.57,68.11
13071110,95.48,93.46,80.27
13071111,90.53,76.21,5.07
13071112,91.45,81.12,0.0
13071113,93.06,76.97,1.89
13071114,1.74,0.0,0.0
13071115,44.2,35.71,10.59
13071117,3.18,0.45,0.45
13071118,60.25,49.07,0.0
13071119,90.85,75.82,0.65
13071120,88.39,88.39,88.39
13071122,69.91,58.95,9.62
13071123,95.5,95.5,95.5
13071124,82.7,79.61,73.59
13071125,29.37,21.43,4.76
13071127,82.89,77.63,62.06
13071128,84.86,69.19,0.27
13071130,7.89,0.88,0.44
13071131,7.25,1.93,1.45
13071132,17.74,14.52,14.52
13071133,89.32,76.21,0.49
13071135,95.22,89.42,0.0
13071136,23.73,20.0,20.0
13071137,75.86,59.39,0.0
13071138,93.19,78.72,1.28
13071139,35.68,28.17,28.17
13071140,46.75,43.49,0.59
13071141,52.04,45.92,22.96
13071142,77.81,74.27,59.56
13071143,31.43,17.14,1.14
13071144,14.93,6.97,0.0
13071145,95.92,79.85,30.36
13071146,88.55,88.55,88.55
13071147,45.0,40.59,0.29
13071148,84.96,74.34,0.0
13071150,90.77,73.08,0.77
13071153,23.21,23.21,23.21
13071154,90.91,77.51,0.0
13071155,4.72,2.15,2.15
13071156,97.56,95.62,79.51
13071157,82.69,74.04,0.48
13071158,96.67,93.33,1.11
13071159,12.64,10.33,0.58
13071160,71.65,61.02,19.29
13071161,100.0,99.2,7.17
13071162,30.6,21.77,5.68
13071163,49.23,43.46,0.38
13071164,32.03,29.35,3.2
13071166,90.91,88.12,0.0
13071167,9.38,4.57,1.2
13071169,8.87,0.81,0.0
13071170,84.77,72.19,1.32
13071171,60.38,30.67,1.6
13071172,76.56,59.74,0.38
13071173,2.16,0.86,0.86
13071174,39.85,29.32,0.75
13071175,19.96,14.52,1.01
13071176,7.58,1.47,1.47
13072001,95.18,89.97,80.41
13072002,38.29,27.93,0.0
13072003,13.86,2.48,0.99
13072004,91.06,81.57,0.27
13072005,56.45,37.82,0.86
13072006,57.7,55.3,2.16
13072007,50.8,29.66,0.0
13072008,75.76,57.77,1.52
13072009,14.04,12.32,0.29
13072010,4.82,0.8,0.2
13072011,77.14,76.0,1.14
13072012,25.99,22.25,3.02
13072013,12.13,7.08,1.23
13072014,52.42,40.97,0.36
13072015,72.75,60.8,21.17
13072017,28.51,21.55,0.7
13072018,75.48,63.6,1.92
13072019,56.6,41.65,0.13
13072020,87.96,86.64,68.61
13072021,94.12,89.78,53.25
13072022,22.68,9.95,1.14
13072023,90.37,79.73,1.0
13072024,12.7,0.0,0.0
13072026,7.89,0.36,0.36
13072027,78.71,45.28,0.81
13072028,84.34,81.93,81.93
13072029,70.69,54.25,2.44
13072030,92.49,82.67,53.78
13072031,84.62,53.85,0.0
13072032,47.37,31.32,8.82
13072033,4.64,1.99,1.99
13072034,7.53,1.08,1.08
13072035,91.21,89.01,79.86
13072036,12.45,7.21,0.2
13072037,85.56,85.56,85.56
13072038,38.35,25.09,0.0
13072039,89.13,81.16,0.0
13072040,7.73,1.77,1.77
13072041,42.4,29.53,2.05
13072042,40.38,30.29,0.43
13072043,86.54,85.38,0.46
13072044,5.25,0.56,0.19
13072045,73.89,51.23,0.0
13072046,57.34,44.03,6.48
13072047,76.62,59.69,0.0
13072048,85.5,78.25,4.23
13072049,81.9,74.52,0.48
13072050,68.83,51.21,0.2
13072051,4.26,0.0,0.0
13072053,8.35,1.27,1.27
13072055,13.6,0.0,0.0
13072056,36.73,27.85,0.72
13072057,27.85,18.35,7.08
13072058,44.57,38.19,0.86
13072059,66.41,57.18,1.54
13072060,96.23,91.63,60.18
13072061,8.67,2.67,2.67
13072062,77.34,67.8,0.13
13072063,42.84,34.96,1.25
13072064,40.34,33.49,27.73
13072066,81.91,72.34,0.35
13072067,20.98,12.81,12.81
13072069,14.01,0.48,0.48
13072071,6.1,3.78,2.33
13072072,87.27,76.94,0.18
13072073,91.5,82.61,0.2
13072074,37.17,32.27,0.48
13072075,96.93,79.75,35.61
13072076,97.22,84.72,44.44
13072077,89.18,71.11,0.09
13072078,7.58,1.52,0.0
13072079,33.43,24.86,0.83
13072080,85.56,69.29,0.52
13072081,93.73,85.48,37.62
13072082,48.79,42.09,1.07
13072083,72.73,53.51,0.26
13072084,54.37,46.83,1.98
13072085,24.18,10.52,0.52
13072086,76.53,52.81,0.26
13072087,95.42,83.02,0.76
13072088,84.81,76.46,0.25
13072089,6.96,0.37,0.37
13072090,61.43,55.0,0.71
13072091,11.34,7.25,3.76
13072092,3.23,0.0,0.0
13072093,54.84,41.01,2.13
13072094,72.97,56.76,1.54
13072095,94.09,88.92,7.29
13072096,14.55,4.73,4.73
13072097,4.72,0.0,0.0
13072098,17.32,9.61,0.34
13072099,80.91,62.66,0.0
13072101,80.34,58.64,0.34
13072102,22.97,20.27,20.27
13072103,37.57,22.22,0.0
13072104,66.46,65.41,54.93
13072105,70.81,68.08,14.56
13072106,94.64,92.25,80.27
13072107,97.22,96.3,93.06
13072108,75.95,65.98,0.34
13072109,75.94,63.68,0.0
13072110,53.8,43.67,1.9
13072111,65.19,49.37,0.84
13072112,78.88,66.5,1.16
13072113,1.79,1.19,0.6
13072114,69.5,55.77,30.28
13072116,80.0,59.44,0.0
13072117,67.59,57.93,35.86
13072118,12.42,0.62,0.62
13072119,58.21,47.76,0.75
13072120,28.88,4.28,1.07
13072121,48.61,34.15,0.7
13073001,98.91,98.91,98.47
13073002,97.55,96.9,96.65
13073003,80.07,76.32,73.42
13073004,73.15,54.55,2.96
13073005,73.22,65.9,0.42
13073006,100.0,99.12,98.06
13073007,98.79,98.79,98.54
13073009,98.19,97.39,78.15
13073010,96.49,96.44,92.38
13073011,100.0,99.0,99.0
13073012,23.34,13.82,4.07
13073013,67.86,32.73,6.39
13073014,82.03,81.25,81.25
13073015,97.05,96.42,86.74
13073016,95.02,95.02,95.02
13073017,68.24,65.47,51.06
13073018,90.82,74.88,30.43
13073019,13.06,5.52,4.06
13073020,85.0,85.0,85.0
13073021,75.91,66.46,2.44
13073022,95.87,91.18,78.79
13073023,77.38,73.21,63.69
13073024,85.63,84.28,82.93
13073025,95.7,92.93,84.64
13073027,54.29,47.37,25.95
13073028,63.72,56.98,3.21
13073029,86.67,85.93,85.93
13073030,53.41,42.17,15.89
13073031,94.72,92.39,86.96
13073032,47.01,41.79,25.37
13073033,70.21,69.79,69.36
13073034,83.2,80.17,78.51
13073035,78.39,76.9,35.71
13073036,85.29,57.06,0.0
13073037,13.88,0.0,0.0
13073038,68.95,63.71,0.81
13073039,92.0,92.0,92.0
13073040,43.13,25.19,1.15
13073041,97.01,93.16,63.68
13073042,99.11,99.11,99.11
13073043,71.53,50.53,3.56
13073044,90.76,90.76,90.76
13073045,16.94,4.37,1.64
13073046,92.56,87.52,45.98
13073048,69.03,55.31,0.88
13073049,9.59,1.37,1.37
13073050,95.67,95.67,95.67
13073051,90.91,76.14,23.58
13073052,67.24,60.41,43.34
13073053,98.16,97.43,94.49
13073054,98.07,90.63,73.55
13073055,98.01,97.88,93.73
13073057,57.61,36.96,1.09
13073059,53.77,38.21,1.89
13073060,95.05,93.73,81.86
13073061,85.55,73.99,24.86
13073062,87.11,61.32,30.31
13073063,66.4,64.3,63.52
13073064,86.84,72.11,1.58
13073065,31.58,19.43,0.81
13073066,26.19,13.4,0.21
13073067,36.78,23.27,4.02
13073068,69.71,66.7,50.25
13073069,83.18,62.24,24.11
13073070,83.74,78.98,62.85
13073071,45.96,22.36,0.0
13073072,66.92,66.92,66.17
13073073,69.56,40.73,11.69
13073074,14.67,8.0,0.0
13073075,98.19,96.18,87.12
13073076,94.27,93.31,84.55
13073077,98.12,96.86,84.67
13073078,81.32,79.84,71.77
13073079,67.79,59.01,28.04
13073080,97.4,95.83,86.32
13073081,7.81,4.83,4.83
13073082,91.55,91.55,91.55
13073083,80.85,68.09,47.28
13073084,98.05,97.82,95.35
13073085,94.8,94.8,94.8
13073086,93.09,93.09,93.09
13073087,97.38,95.43,85.36
13073088,100.0,97.64,83.18
13073089,60.8,56.6,38.34
13073090,42.12,39.38,37.2
13073092,23.33,19.7,2.12
13073093,76.27,75.82,74.85
13073094,98.93,98.93,91.8
13073095,100.0,100.0,100.0
13073096,50.65,46.15,23.2
13073097,69.4,44.78,2.99
13073098,94.29,94.29,91.43
13073099,94.81,88.64,63.7
13073100,66.49,43.8,0.52
13073101,29.47,18.93,0.15
13073102,87.97,87.25,85.82
13073103,95.31,95.18,94.66
13073104,94.88,86.07,69.26
13073105,75.14,74.02,71.91
13073106,63.27,48.77,0.31
13073107,78.21,61.01,12.73
13074001,50.09,32.49,0.54
13074002,44.48,38.78,1.4
13074003,35.96,34.83,1.12
13074004,2.0,0.4,0.4
13074005,60.3,48.74,4.52
13074006,96.27,92.55,2.48
13074007,57.17,52.1,0.35
13074008,33.39,20.12,1.09
13074009,79.68,64.84,0.65
13074010,31.82,22.09,5.19
13074012,73.67,60.08,0.11
13074013,32.85,19.16,0.18
13074014,84.93,82.65,0.91
13074015,64.53,40.6,0.0
13074016,63.88,51.84,2.84
13074017,84.43,79.16,1.41
13074018,87.65,75.31,0.0
13074019,81.08,70.52,0.35
13074020,62.22,57.39,1.42
13074021,86.71,84.75,82.52
13074022,86.3,82.81,0.08
13074023,8.31,2.68,2.68
13074024,85.21,85.21,0.0
13074025,91.07,83.85,0.34
13074026,53.14,51.9,41.46
13074027,2.53,0.0,0.0
13074028,48.43,27.67,0.0
13074030,91.29,71.97,0.38
13074031,3.64,0.0,0.0
13074032,89.4,81.1,1.02
13074033,91.16,65.19,0.0
13074034,82.05,61.14,5.72
13074035,76.25,72.68,0.06
13074036,95.43,86.76,1.37
13074037,63.54,58.08,2.73
13074038,57.68,47.81,1.54
13074039,29.2,23.18,1.54
13074040,63.45,37.93,1.38
13074042,7.82,0.76,0.76
13074043,53.58,47.48,0.53
13074044,63.32,53.63,0.0
13074046,72.0,50.4,0.0
13074047,63.61,57.92,8.33
13074048,90.33,83.79,0.82
13074049,97.52,95.62,72.75
13074050,63.95,57.52,1.1
13074052,77.88,41.59,2.65
13074053,83.87,63.59,0.0
13074054,55.91,41.59,0.68
13074056,27.61,21.1,0.39
13074057,92.82,86.46,0.81
13074060,7.92,0.0,0.0
13074061,81.21,56.36,1.82
13074062,90.67,87.11,79.56
13074064,70.46,68.68,2.85
13074065,57.35,47.32,0.8
13074066,5.0,0.0,0.0
13074067,77.0,50.0,0.0
13074068,63.66,53.05,1.58
13074069,52.49,37.56,8.6
13074070,2.15,1.08,1.08
13074071,27.51,17.9,0.87
13074072,89.24,88.95,0.87
13074073,37.25,27.31,0.0
13074074,13.0,9.82,0.51
13074075,67.98,53.1,3.1
13074076,35.51,28.24,1.42
13074077,4.63,0.36,0.36
13074078,5.48,0.0,0.0
13074079,12.71,3.35,0.56
13074080,0.46,0.0,0.0
13074081,53.69,28.61,1.77
13074082,98.08,92.63,67.95
13074084,94.68,91.8,11.2
13074085,77.01,62.77,0.0
13074087,99.12,98.11,77.99
13074088,92.65,90.61,0.82
13074089,84.25,82.04,0.0
13074090,54.99,43.28,1.86
13074091,69.81,52.2,2.52
13074092,57.32,43.31,0.32
13074093,33.56,21.23,0.68
13074094,8.39,7.05,7.05
13075001,70.4,54.02,0.29
13075002,41.63,23.08,4.98
13075003,64.84,56.41,0.0
13075004,30.6,14.66,0.0
13075005,85.79,84.57,74.55
13075006,9.12,1.46,1.46
13075007,61.01,49.69,4.4
13075008,81.91,71.61,5.28
13075009,34.96,24.21,1.22
13075010,28.94,14.47,0.93
13075011,64.71,50.0,0.0
13075012,92.22,76.26,0.78
13075013,72.44,48.03,1.57
13075015,46.96,33.58,1.46
13075016,87.5,70.97,0.4
13075017,84.76,78.1,0.0
13075018,13.17,0.71,0.36
13075020,88.55,82.53,0.0
13075021,4.35,0.87,0.87
13075022,44.0,31.0,0.0
13075023,46.88,31.25,0.0
13075025,89.95,80.9,0.0
13075026,65.02,44.87,0.38
13075027,84.22,70.79,0.85
13075029,79.52,72.91,0.08
13075031,52.74,47.72,23.78
13075032,74.84,69.03,0.65
13075033,14.32,8.83,0.07
13075034,88.46,79.23,0.0
13075035,78.9,62.39,0.0
13075036,33.33,22.07,1.17
13075037,94.26,61.72,0.0
13075038,70.77,55.9,0.77
13075039,99.0,96.66,92.29
13075040,10.47,0.0,0.0
13075041,49.37,0.54,0.54
13075042,3.74,0.0,0.0
13075043,4.62,1.92,1.92
13075044,9.15,5.53,0.28
13075045,82.0,54.0,0.0
13075046,7.75,1.5,1.5
13075048,1.0,0.0,0.0
13075049,85.72,78.03,17.92
13075050,100.0,86.84,45.03
13075051,80.1,63.18,1.0
13075053,26.92,2.88,0.0
13075054,33.24,29.78,1.15
13075055,50.13,36.8,0.18
13075056,42.37,22.03,0.56
13075058,79.99,11.62,0.07
13075059,6.2,1.46,0.73
13075060,84.71,68.79,0.42
13075061,20.5,16.4,0.0
13075063,82.29,72.92,0.0
13075065,66.78,46.71,0.69
13075066,94.97,91.77,45.52
13075067,77.74,50.3,0.0
13075068,58.45,41.55,1.72
13075069,64.15,44.43,0.35
13075070,71.67,66.83,0.48
13075071,90.12,70.78,0.82
13075072,3.03,0.61,0.61
13075073,12.64,4.6,4.6
13075074,44.36,36.65,0.27
13075075,71.43,54.35,0.0
13075076,86.11,72.22,2.22
13075078,92.44,87.79,66.28
13075079,57.64,47.93,0.62
13075080,77.5,60.46,0.18
13075081,35.18,20.68,0.16
13075082,43.96,36.8,3.02
13075083,15.95,1.9,1.33
13075084,17.87,16.91,0.0
13075085,58.66,33.24,0.0
13075087,26.27,3.23,1.38
13075088,40.67,22.76,0.37
13075089,87.32,67.61,0.0
13075090,51.0,44.0,0.0
13075091,55.94,44.27,2.82
13075092,84.33,33.05,0.0
13075093,87.74,71.59,0.0
13075094,63.01,49.09,0.23
13075095,83.44,61.35,0.0
13075097,37.5,24.62,0.0
13075098,85.05,83.27,0.36
13075101,52.67,18.67,1.33
13075102,91.96,76.24,0.0
13075103,3.66,2.44,2.44
13075104,92.45,65.09,0.0
13075105,95.8,93.12,69.38
13075106,90.44,47.43,3.31
13075107,17.88,11.19,1.38
13075108,78.87,52.11,0.0
13075109,89.62,79.25,0.0
13075110,75.95,60.13,0.0
13075111,90.16,80.83,1.55
13075113,54.29,43.49,0.32
13075114,45.65,27.06,0.94
13075115,36.24,31.65,0.0
13075116,90.54,86.49,1.35
13075117,94.04,71.1,1.83
13075118,56.17,32.72,0.62
13075119,88.75,80.24,0.3
13075120,20.88,1.18,0.29
13075121,13.04,0.31,0.31
13075122,41.71,9.95,2.84
13075123,19.91,14.29,0.47
13075124,94.76,83.33,0.0
13075125,9.04,0.0,0.0
13075126,2.29,0.46,0.46
13075127,35.04,22.16,7.2
13075128,67.97,39.22,0.65
13075129,64.32,55.14,0.54
13075130,84.17,82.59,61.52
13075131,82.81,79.46,57.8
13075133,72.15,38.3,0.39
13075134,98.89,81.56,0.44
13075135,88.04,65.29,0.2
13075136,94.83,89.71,56.21
13075137,17.17,9.79,2.76
13075138,69.44,52.61,0.39
13075139,82.91,52.76,0.0
13075140,9.32,1.27,1.27
13075141,61.54,46.66,2.34
13075142,97.88,69.42,0.33
13075143,3.97,0.25,0.25
13075144,90.67,85.57,82.0
13075145,9.73,4.42,4.42
13075146,72.86,56.96,0.36
13075147,46.33,28.25,0.85
13075148,88.4,69.97,0.34
13075149,92.31,75.0,0.0
13075150,85.07,62.9,0.9
13075151,58.02,54.42,31.01
13075152,22.32,0.89,0.89
13075154,48.95,1.22,1.22
13075155,22.8,15.91,0.48
13075156,37.31,18.42,0.0
13076001,2.92,0.29,0.29
13076002,28.74,18.97,0.0
