ags,breitbandversorgung50MbitsProzent,breitbandversorgung100MbitsProzent,breitbandversorgung1000MbitsProzent
01060007,46.99,46.27,46.27
01060008,97.83,97.83,97.83
01060009,87.11,86.34,86.34
01060010,83.0,61.54,0.81
01060011,72.74,71.3,67.64
01060012,99.81,99.68,99.55
01060013,94.34,94.34,94.34
01060015,97.2,95.8,0.0
01060016,90.37,90.37,90.37
01060017,89.69,88.66,88.66
01060018,100.0,100.0,100.0
01060019,99.02,98.57,98.0
01060020,100.0,100.0,100.0
01060021,97.3,95.5,92.79
01060022,100.0,100.0,100.0
01060023,93.22,87.57,83.05
01060024,96.02,72.12,0.0
01060025,87.23,82.34,81.79
01060026,89.1,89.1,89.1
01060027,91.0,91.0,91.0
01060028,98.04,98.04,98.04
01060029,99.26,98.89,98.89
01060030,97.11,95.04,92.15
01060031,96.95,96.95,96.95
01060033,92.89,92.89,92.89
01060034,94.9,94.24,93.72
01060035,92.31,92.31,92.31
01060036,37.24,32.76,32.76
01060037,92.86,87.3,87.3
01060038,53.09,36.16,1.95
01060039,99.0,98.46,95.57
01060040,98.37,97.65,96.02
01060041,92.9,92.26,92.26
01060042,98.74,98.74,98.74
01060043,99.53,99.24,99.05
01060044,98.85,96.51,73.7
01060045,97.99,93.68,90.8
01060046,99.01,99.01,97.82
01060047,92.48,83.85,57.87
01060048,97.08,90.0,55.83
01060049,99.04,98.9,98.49
01060050,3.49,1.16,1.16
01060051,99.42,98.83,98.83
01060052,84.76,84.76,84.76
01060053,85.81,83.94,83.94
01060054,98.55,97.11,96.26
01060056,88.46,88.46,88.46
01060057,90.05,90.05,90.05
01060058,99.26,99.07,97.41
01060059,94.97,94.97,94.97
01060060,57.2,57.2,57.2
01060061,89.94,89.31,88.36
01060062,78.96,78.96,78.96
01060063,100.0,100.0,100.0
01060064,94.35,92.74,89.72
01060065,98.94,98.94,98.94
01060066,98.9,98.08,73.08
01060067,5.64,3.67,3.67
01060068,97.13,96.77,96.77
01060069,61.22,34.6,0.19
01060070,91.38,90.8,89.94
01060071,88.7,86.96,86.96
01060072,94.12,90.5,86.88
01060073,92.61,90.63,89.58
01060074,94.69,94.69,94.69
01060075,80.26,77.08,76.98
01060076,97.25,97.25,97.25
01060077,92.42,86.11,70.53
01060079,97.87,88.3,81.91
01060080,94.06,77.17,1.37
01060081,0.0,0.0,0.0
01060082,87.62,80.69,78.96
01060084,94.59,93.16,93.16
01060085,95.18,89.76,74.24
01060086,92.96,92.96,92.96
01060087,95.02,93.95,93.95
01060088,92.45,89.62,89.15
01060089,99.72,99.03,93.84
01060090,5.38,5.38,5.38
01060091,91.63,91.63,91.63
01060092,98.9,98.43,93.9
01060093,100.0,100.0,100.0
01060094,98.82,97.64,97.64
01060095,96.85,95.73,91.91
01060096,95.06,95.06,95.06
01060097,85.96,82.87,82.87
01060098,0.57,0.0,0.0
01060099,93.02,93.02,93.02
01060100,5.0,0.56,0.0
01060101,97.76,88.53,0.0
01061001,92.98,92.98,92.98
01061002,87.1,80.65,74.19
01061003,84.93,84.93,84.93
01061004,82.0,82.0,82.0
01061005,59.62,59.62,59.62
01061006,89.87,88.99,88.99
01061007,88.92,88.92,88.92
01061008,100.0,95.83,95.83
01061010,94.44,84.72,33.33
01061011,59.8,59.8,59.8
01061012,69.82,69.82,68.0
01061013,84.13,80.95,80.95
01061014,85.25,81.97,81.97
01061015,86.21,85.94,85.94
01061016,93.24,93.24,93.24
01061017,95.61,92.61,68.66
01061018,90.93,90.93,90.93
01061019,97.29,93.48,91.98
01061020,70.0,70.0,70.0
01061021,84.62,84.62,84.62
01061022,95.81,89.87,85.02
01061023,81.54,81.54,80.77
01061024,88.42,87.37,87.37
01061025,77.03,77.03,77.03
01061026,95.6,95.6,95.6
01061027,92.44,90.12,80.52
01061028,98.83,98.83,98.83
01061029,97.73,93.89,69.55
01061030,99.19,96.77,96.77
01061031,85.88,85.31,81.92
01061033,98.31,98.31,98.31
01061034,81.79,80.99,59.71
01061035,97.08,93.0,68.22
01061036,87.76,84.27,82.17
01061037,92.95,92.95,92.95
01061038,82.76,82.76,82.76
01061039,16.48,5.49,5.49
01061040,98.98,96.95,96.95
01061041,86.82,86.82,86.82
01061042,96.99,96.01,96.01
01061043,75.0,75.0,75.0
01061044,96.0,95.02,95.02
01061045,0.88,0.0,0.0
01061046,99.21,98.06,84.13
01061047,86.77,86.77,86.77
01061048,77.42,77.42,77.42
01061049,98.06,98.01,98.01
01061050,91.6,79.15,35.27
01061052,5.74,2.87,2.87
01061053,100.0,100.0,100.0
01061054,75.0,75.0,75.0
01061055,98.99,95.97,95.97
01061056,82.95,82.77,59.8
01061057,9.4,9.4,8.12
01061058,97.18,97.18,97.18
01061059,89.19,89.19,89.19
01061060,67.65,67.65,67.65
01061061,98.96,98.66,97.03
01061062,95.52,92.54,92.54
01061063,58.97,58.97,58.97
01061064,90.41,89.04,89.04
01061065,100.0,99.06,99.06
01061066,95.03,93.79,93.17
01061067,87.01,87.01,87.01
01061068,82.93,82.93,82.93
01061070,88.89,88.89,88.89
01061071,91.85,88.89,86.67
01061072,100.0,99.07,93.0
01061073,96.15,96.15,96.15
01061074,94.05,93.2,92.35
01061076,94.74,94.74,89.47
01061077,87.13,85.96,85.96
01061078,90.91,89.26,89.26
01061079,97.67,96.66,95.06
01061080,96.25,96.25,96.25
01061081,75.47,75.47,75.47
01061082,95.71,95.3,61.76
01061083,94.03,93.08,93.08
01061084,87.8,86.99,86.99
01061085,86.87,82.83,79.8
01061086,92.12,92.12,92.12
01061087,92.98,92.98,92.98
01061088,90.75,90.17,90.17
01061089,100.0,100.0,100.0
01061091,94.65,92.14,92.14
01061092,99.13,99.13,99.13
01061093,96.91,96.91,96.91
01061095,95.93,95.93,95.93
01061096,95.88,95.36,92.78
01061097,99.0,99.0,99.0
01061098,80.73,79.82,79.82
01061100,85.51,85.51,85.51
01061101,91.94,88.98,88.98
01061102,79.63,77.78,68.52
01061103,100.0,100.0,100.0
01061104,97.95,97.95,97.95
01061105,93.45,93.45,90.56
01061106,63.33,63.33,63.33
01061107,99.19,99.07,98.03
01061108,79.29,79.29,79.29
01061109,81.71,81.71,81.71
01061110,96.0,96.0,96.0
01061111,100.0,100.0,100.0
01061112,98.55,98.55,98.55
01061113,100.0,100.0,100.0
01061114,97.2,97.2,95.1
01061115,95.59,95.59,95.59
01061116,96.86,91.46,85.98
01061117,85.16,85.16,85.16
01061118,94.99,94.99,94.99
01061119,70.24,61.95,61.95
01062001,99.06,97.82,89.89
01062003,97.69,96.25,95.39
01062004,98.76,97.6,95.01
01062005,98.93,98.68,98.68
01062006,99.1,98.12,86.22
01062008,99.73,99.45,99.18
01062009,98.64,97.22,94.53
01062011,98.07,97.83,97.83
01062014,99.01,98.01,98.01
01062016,97.49,97.04,93.99
01062018,98.76,97.27,82.45
01062019,97.41,97.12,96.54
01062020,97.98,97.64,94.28
01062021,96.62,94.16,89.25
01062022,94.48,90.5,86.01
01062023,99.01,97.8,90.89
01062025,98.07,97.03,96.88
01062026,100.0,100.0,100.0
01062027,99.23,99.23,99.23
01062031,98.91,97.81,97.81
01062032,96.04,95.59,95.59
01062033,96.15,96.15,96.15
01062035,95.68,95.11,92.73
01062036,99.09,98.96,97.78
01062039,97.7,97.7,97.37
01062040,100.0,97.81,97.81
01062045,98.26,97.62,95.44
01062046,99.13,97.96,97.96
01062048,98.54,98.54,98.54
01062050,100.0,100.0,100.0
01062051,100.0,100.0,100.0
01062053,98.4,97.35,89.56
01062056,98.2,97.6,97.21
01062058,98.06,98.06,98.06
01062059,92.81,92.81,92.81
01062060,98.27,96.36,84.37
01062061,99.13,97.54,94.72
01062062,97.35,97.35,97.35
01062065,97.29,96.71,96.52
01062069,99.71,98.86,96.96
01062071,95.71,87.63,26.26
01062076,96.19,95.08,89.0
01062078,96.69,96.69,96.69
01062081,98.14,97.76,97.02
01062082,98.62,97.52,91.02
01062083,100.0,100.0,100.0
01062086,100.0,100.0,100.0
01062087,99.35,98.39,98.06
01062088,99.58,99.58,99.58
01062089,99.07,98.69,98.32
01062090,98.03,95.84,84.02
01062091,98.72,98.63,98.63
01062092,97.92,97.92,97.92
01062093,95.35,94.88,94.88
01062094,99.03,98.54,96.93
02000000,98.6,97.6,95.84
03101000,98.58,97.51,92.15
03102000,98.71,96.95,73.58
03103000,98.19,96.31,82.09
03151001,78.61,75.07,1.27
03151002,82.96,81.84,1.57
03151003,39.95,0.0,0.0
03151004,98.42,98.02,0.0
03151005,37.1,27.89,0.47
03151006,86.85,85.89,75.58
03151007,63.62,43.79,0.17
03151008,70.75,68.37,0.59
03151009,97.71,96.36,90.52
03151010,76.03,65.72,1.68
03151011,41.87,36.62,1.1
03151012,93.95,73.04,0.09
03151013,97.27,96.24,90.54
03151014,96.7,92.69,0.0
03151015,96.27,85.65,1.63
03151016,81.76,61.45,1.12
03151017,96.21,83.76,4.03
03151018,88.48,63.75,59.03
03151019,2.97,0.0,0.0
03151020,99.76,99.4,92.6
03151021,85.9,66.33,3.81
03151022,93.81,86.24,0.34
03151023,96.75,82.66,3.96
03151024,89.18,75.89,3.3
03151025,86.36,33.55,1.91
03151026,95.1,78.39,4.03
03151027,88.4,81.84,27.8
03151028,32.33,26.17,0.83
03151029,78.0,52.71,0.16
03151030,97.16,95.82,70.4
03151031,98.5,96.99,0.38
03151032,1.94,0.0,0.0
03151033,84.1,68.68,0.0
03151034,85.29,62.58,1.23
03151035,95.69,75.86,0.65
03151036,37.79,25.42,3.26
03151037,95.51,95.51,95.51
03151038,85.22,75.91,1.52
03151039,99.47,98.13,91.72
03151040,68.85,65.86,0.58
03151041,91.97,0.52,0.52
03153002,99.55,97.41,90.08
03153006,98.87,82.25,0.0
03153007,98.67,94.03,65.62
03153008,98.63,90.41,0.05
03153009,95.13,80.43,0.63
03153012,97.96,92.81,68.84
03153014,96.75,84.5,0.0
03153016,96.85,92.39,65.83
03153017,99.15,95.35,73.28
03153018,94.91,89.68,75.53
03154001,76.61,23.26,0.37
03154002,93.16,48.42,0.53
03154004,97.28,85.18,3.94
03154005,94.93,79.44,1.97
03154006,100.0,7.58,0.3
03154007,98.05,94.37,6.06
03154008,88.41,67.39,0.0
03154009,94.53,58.92,2.82
03154012,95.44,36.9,0.6
03154013,83.97,67.72,50.94
03154014,97.31,88.45,11.65
03154015,99.5,92.7,29.22
03154016,1.42,0.0,0.0
03154017,98.87,34.93,3.66
03154018,27.27,20.88,0.67
03154019,99.31,96.17,67.03
03154021,99.0,0.38,0.38
03154022,100.0,0.37,0.0
03154024,95.25,91.75,3.06
03154025,94.88,1.02,1.02
03154026,99.07,4.19,4.19
03154027,98.96,58.52,0.0
03154028,98.13,95.46,66.66
03155001,98.74,96.03,75.98
03155002,97.33,92.0,1.64
03155003,83.08,62.38,25.17
03155005,97.17,92.38,0.51
03155006,95.77,89.52,19.01
03155007,96.52,86.62,1.54
03155009,95.78,91.26,37.0
03155010,98.69,96.82,75.81
03155011,98.92,97.64,79.09
03155012,97.81,91.81,0.91
03155013,97.56,92.93,62.78
03157001,94.45,43.82,8.92
03157002,92.12,45.61,3.45
03157005,98.06,83.25,59.21
03157006,99.41,98.13,91.24
03157007,98.51,55.38,42.82
03157008,97.16,56.08,39.79
03157009,99.21,95.27,88.76
03158002,94.97,48.18,0.21
03158004,98.39,60.11,0.0
03158005,99.21,40.05,0.0
03158006,98.69,74.17,25.78
03158007,81.19,49.5,0.0
03158008,99.26,91.38,71.67
03158009,95.1,65.35,0.0
03158010,100.0,64.66,0.0
03158011,97.48,78.12,0.14
03158012,95.97,50.0,1.18
03158013,85.58,44.92,0.92
03158014,98.19,69.48,0.0
03158016,95.05,85.83,34.8
03158017,95.95,82.43,0.0
03158018,97.23,70.75,0.2
03158019,98.92,56.63,0.0
03158021,99.6,84.41,2.11
03158022,98.88,51.12,0.0
03158023,99.31,71.82,0.0
03158025,98.07,65.7,0.0
03158027,98.22,57.7,0.26
03158028,99.49,57.84,0.51
03158030,98.73,69.69,59.1
03158031,97.82,67.31,0.0
03158032,99.06,54.06,0.0
03158033,98.18,61.28,0.23
03158035,97.46,75.99,0.28
03158036,97.28,72.23,0.0
03158037,96.74,94.65,85.23
03158038,97.96,68.97,0.44
03158039,97.0,67.46,0.16
03158040,97.27,70.3,0.09
03159001,90.77,72.58,0.0
03159002,97.57,89.74,0.2
03159003,98.66,94.77,61.78
03159004,98.74,93.54,72.99
03159005,98.71,95.29,3.42
03159006,98.24,98.24,0.29
03159007,98.45,94.73,59.96
03159008,99.55,99.1,0.0
03159009,98.73,97.15,88.95
03159010,99.04,95.9,60.8
03159011,94.49,81.21,0.0
03159012,99.47,97.86,97.86
03159013,85.77,73.82,0.25
03159014,96.0,86.87,0.21
03159015,90.82,76.49,0.16
03159016,97.99,95.38,88.95
03159017,98.48,96.4,79.11
03159018,98.58,94.39,59.86
03159019,98.34,95.08,87.92
03159020,99.3,98.84,98.61
03159021,97.59,97.16,0.22
03159022,96.03,82.22,0.84
03159023,97.09,90.02,51.98
03159024,69.94,66.28,26.25
03159025,99.26,92.8,3.23
03159026,97.2,92.91,55.05
03159027,97.26,90.05,0.12
03159028,74.02,42.3,0.23
03159029,97.05,95.3,62.05
03159030,93.35,69.7,0.0
03159031,94.96,82.17,0.67
03159032,96.11,93.43,0.4
03159033,97.96,96.43,0.17
03159034,90.45,58.05,0.2
03159035,98.25,93.87,0.35
03159036,97.37,87.89,36.12
03159037,96.3,85.93,0.37
03159038,93.33,77.78,0.56
03159039,83.93,51.68,0.0
03241001,99.25,98.78,95.53
03241002,99.08,89.44,65.57
03241003,98.11,88.01,74.08
03241004,95.69,83.35,63.12
03241005,99.38,96.7,83.64
03241006,98.03,69.71,67.22
03241007,99.39,93.17,83.99
03241008,98.98,96.88,79.84
03241009,99.45,99.1,96.35
03241010,99.07,97.71,81.71
03241011,97.94,84.86,77.65
03241012,95.02,65.29,0.93
03241013,97.84,83.06,61.54
03241014,99.36,97.37,88.21
03241015,99.47,94.35,84.7
03241016,95.75,72.53,64.64
03241017,98.66,94.56,67.23
03241018,95.48,78.37,4.18
03241019,73.75,19.25,2.96
03241020,98.78,91.9,74.85
03241021,98.99,97.16,0.36
03251001,62.13,56.8,0.8
03251002,57.18,35.7,0.5
03251003,81.48,31.28,0.41
03251004,73.8,31.36,0.0
03251005,88.9,77.05,22.95
03251006,14.16,7.4,0.85
03251007,79.69,72.17,0.2
03251008,38.25,27.18,0.19
03251009,89.82,60.62,28.76
03251011,22.22,8.11,3.3
03251012,93.29,90.0,65.17
03251013,34.05,28.42,0.08
03251014,25.93,22.69,0.93
03251015,30.7,22.95,0.6
03251017,24.39,19.85,12.62
03251018,53.31,2.48,2.48
03251019,61.18,35.86,0.0
03251020,65.62,29.85,0.88
03251021,81.27,29.59,1.12
03251022,77.24,55.99,30.41
03251023,92.19,88.44,47.66
03251024,4.44,0.0,0.0
03251025,84.05,74.36,71.23
03251026,68.26,38.65,0.08
03251027,37.08,22.92,0.62
03251028,55.93,40.68,0.0
03251029,96.39,77.11,76.51
03251030,75.92,58.04,2.4
03251031,4.87,0.32,0.32
03251032,70.85,47.68,0.45
03251033,69.42,36.71,0.27
03251034,74.0,62.12,0.16
03251035,50.22,13.0,0.9
03251036,73.35,39.22,27.84
03251037,95.16,85.87,77.69
03251038,41.4,34.19,0.7
03251040,90.47,86.41,58.24
03251041,90.46,77.33,66.05
03251042,82.46,75.11,1.16
03251043,76.0,40.89,0.44
03251044,12.25,8.54,0.45
03251045,51.34,35.31,0.3
03251046,77.12,64.95,4.37
03251047,95.54,88.59,85.02
03251049,75.87,59.68,52.02
03252001,87.6,79.97,35.98
03252002,96.34,87.43,53.22
03252003,98.27,96.48,84.85
03252004,62.61,59.42,3.45
03252005,92.91,83.21,8.99
03252006,98.16,97.2,89.75
03252007,63.6,60.09,40.42
03252008,69.91,60.28,6.85
03254002,98.89,96.37,86.7
03254003,93.69,79.58,1.34
03254005,97.78,81.88,46.13
03254008,94.37,72.43,48.4
03254011,96.9,92.33,81.4
03254013,89.96,52.2,0.5
03254014,97.66,71.19,52.04
03254017,98.43,93.02,28.3
03254020,96.07,80.55,25.44
03254021,98.86,97.82,93.72
03254022,91.68,51.56,0.15
03254026,95.38,33.31,7.54
03254028,98.77,93.58,85.59
03254029,90.43,39.0,0.08
03254032,93.86,52.11,0.17
03254041,77.76,67.54,0.17
03254042,83.88,74.46,0.82
03254043,96.35,70.32,44.27
03254044,97.67,87.71,0.12
03254045,94.53,55.14,0.08
03255001,98.98,97.97,0.0
03255002,97.84,97.26,80.34
03255003,97.25,93.52,66.92
03255004,99.15,98.99,85.67
03255005,97.03,81.9,0.59
03255007,95.76,83.2,0.16
03255008,94.78,84.3,0.31
03255009,97.94,97.94,0.0
03255010,99.15,91.76,0.0
03255012,94.47,76.11,0.0
03255013,97.42,92.44,66.02
03255014,94.03,81.89,0.0
03255015,98.15,93.29,71.06
03255016,91.24,88.05,0.66
03255017,79.3,77.23,0.98
03255018,98.53,96.64,35.71
03255019,97.94,0.0,0.0
03255020,97.26,81.28,0.0
03255021,96.06,96.06,96.06
03255022,89.97,59.52,0.35
03255023,98.58,95.87,83.25
03255025,95.87,88.43,12.81
03255026,93.32,82.32,0.88
03255027,92.94,15.59,0.29
03255028,97.44,95.9,0.0
03255030,97.78,90.82,83.23
03255031,93.49,86.62,0.18
03255032,96.8,94.06,7.76
03255033,94.18,86.27,0.48
03255034,99.3,98.14,91.28
03255035,96.83,90.95,0.45
03255036,52.71,51.99,0.0
03256001,88.95,0.53,0.43
03256002,97.0,0.43,0.21
03256003,84.96,34.77,32.57
03256004,48.81,28.88,0.05
03256005,87.42,66.25,0.0
03256006,98.84,96.79,72.37
03256007,95.38,90.88,84.39
03256008,93.98,0.93,0.46
03256009,76.08,0.0,0.0
03256010,91.01,86.09,82.61
03256011,97.55,85.44,0.0
03256012,76.83,42.34,1.93
03256013,53.96,4.34,3.96
03256014,95.11,93.62,90.23
03256015,74.07,0.87,0.87
03256016,92.99,0.09,0.09
03256017,87.41,71.04,54.22
03256018,94.05,82.89,65.41
03256019,96.25,91.62,75.69
03256020,55.06,37.75,2.7
03256021,96.98,90.84,75.84
03256022,99.34,98.63,69.49
03256023,64.65,38.64,0.37
03256024,37.61,4.62,1.93
03256025,73.49,13.32,0.17
03256026,94.03,33.19,0.42
03256027,97.6,90.63,0.44
03256028,34.86,20.57,1.14
03256029,85.0,19.21,0.33
03256030,47.47,24.26,0.12
03256031,55.95,0.49,0.49
03256032,86.74,66.02,43.14
03256033,82.62,68.32,52.63
03256034,59.77,14.87,1.56
03256035,34.81,2.85,2.85
03256036,41.43,9.12,0.93
03257001,99.5,98.49,97.14
03257002,97.41,92.14,1.38
03257003,97.31,78.39,0.47
03257004,98.78,82.99,0.0
03257005,99.85,99.77,98.84
03257006,99.75,99.15,74.49
03257007,97.78,86.67,18.52
03257008,99.71,99.71,97.41
03257009,99.14,96.15,79.29
03257010,98.86,88.03,0.55
03257011,99.18,94.56,0.07
03257012,100.0,99.7,99.7
03257013,94.84,79.58,0.0
03257014,95.98,74.5,0.0
03257015,95.37,89.51,87.32
03257016,97.52,93.81,1.34
03257017,99.6,94.97,1.41
03257018,98.68,91.59,2.3
03257019,98.09,75.56,1.04
03257020,97.45,93.69,62.43
03257021,96.26,73.6,2.91
03257022,99.23,96.93,89.66
03257023,97.54,72.42,0.12
03257024,98.27,87.9,0.0
03257025,95.99,76.75,0.0
03257026,95.49,78.05,12.24
03257027,99.07,88.16,0.31
03257028,99.14,97.05,92.52
03257029,97.42,85.79,0.78
03257030,96.96,65.72,0.0
03257031,98.41,91.77,63.84
03257032,99.3,98.35,76.72
03257033,98.52,89.12,0.11
03257034,91.35,64.54,0.14
03257035,99.29,94.68,74.95
03257036,99.69,99.54,74.46
03257037,99.1,89.86,0.0
03257038,94.84,74.34,3.21
03351001,76.99,62.14,13.67
03351002,88.35,50.71,0.0
03351003,95.91,80.17,0.22
03351004,87.87,72.97,24.19
03351005,92.52,72.57,1.97
03351006,98.64,94.83,83.14
03351007,97.89,31.23,27.81
03351008,90.53,70.43,0.11
03351010,95.03,93.63,78.27
03351012,96.25,85.4,69.28
03351015,42.16,37.52,0.27
03351016,94.53,79.19,14.39
03351017,95.41,90.31,39.69
03351018,85.69,58.01,49.73
03351021,98.5,94.45,73.14
03351022,78.74,47.77,0.05
03351023,85.45,66.8,0.05
03351024,86.68,66.37,2.71
03351025,88.05,75.18,24.21
03351026,88.07,77.85,34.72
03351501,92.35,89.07,71.31
03352002,47.54,2.46,2.46
03352004,68.77,4.53,0.0
03352008,40.44,24.75,0.25
03352011,98.38,97.83,96.99
03352020,82.93,14.75,0.0
03352022,95.66,89.75,0.63
03352024,70.07,0.49,0.49
03352025,57.51,30.9,3.15
03352029,87.8,71.98,70.48
03352032,90.55,73.63,65.1
03352036,78.95,2.43,0.0
03352038,73.42,62.86,56.05
03352039,91.47,40.4,0.14
03352041,74.79,42.02,20.8
03352042,63.05,48.36,5.42
03352043,57.66,36.69,0.4
03352044,70.15,60.16,0.79
03352045,45.19,0.84,0.0
03352046,89.52,80.14,78.73
03352050,94.38,68.91,50.92
03352051,55.65,14.97,3.67
03352052,70.09,8.04,8.04
03352055,86.93,36.1,0.41
03352056,81.58,49.31,0.18
03352059,84.01,68.16,61.3
03352060,78.62,21.6,2.19
03352061,84.87,60.77,48.27
03352062,91.03,72.08,61.27
03352063,92.7,77.11,1.14
03353001,74.65,23.95,1.07
03353002,91.52,6.01,6.01
03353003,99.46,97.22,64.34
03353004,96.77,45.84,0.12
03353005,98.79,97.61,84.78
03353006,83.67,55.58,33.07
03353007,99.2,97.96,97.67
03353008,67.09,0.32,0.32
03353009,90.61,73.39,49.18
03353010,99.05,88.78,60.08
03353011,98.95,97.48,58.91
03353012,89.07,74.66,46.28
03353013,97.17,74.55,31.62
03353014,75.82,0.0,0.0
03353015,67.58,28.21,14.56
03353016,78.11,69.84,32.35
03353017,96.79,91.85,47.41
03353018,89.76,76.14,0.63
03353019,74.82,64.68,13.03
03353020,95.3,93.93,67.24
03353021,80.2,29.7,3.86
03353022,53.2,21.6,0.0
03353023,99.6,99.42,99.36
03353024,88.61,66.14,0.16
03353025,90.33,77.14,7.29
03353026,91.29,85.0,56.31
03353027,88.51,66.18,32.36
03353028,67.46,43.75,8.41
03353029,95.65,93.57,75.49
03353030,94.88,81.48,54.89
03353031,92.32,87.43,56.18
03353032,96.49,92.87,53.73
03353033,99.75,99.45,99.45
03353034,97.62,51.3,1.94
03353035,96.44,93.63,58.28
03353036,82.96,48.23,0.44
03353037,97.3,92.87,64.13
03353038,62.75,41.9,0.2
03353039,81.12,29.02,0.16
03353040,95.8,89.96,57.72
03353041,83.56,76.85,37.12
03353042,99.45,92.19,58.9
03354001,75.0,69.11,0.14
03354002,44.52,40.9,0.95
03354003,1.94,0.0,0.0
03354004,93.37,89.1,60.18
03354005,27.28,19.49,0.92
03354006,22.3,11.49,0.68
03354007,79.38,61.08,0.26
03354008,29.66,23.66,0.16
03354009,71.9,69.43,52.56
03354010,3.97,1.26,1.26
03354011,29.69,23.56,3.45
03354012,81.43,64.72,0.53
03354013,6.56,0.31,0.15
03354014,2.35,0.52,0.52
03354015,11.75,7.13,0.42
03354016,2.97,0.0,0.0
03354017,2.04,0.58,0.0
03354018,85.42,80.99,56.25
03354019,63.06,51.67,0.28
03354020,5.22,1.12,1.12
03354021,3.83,1.91,1.37
03354022,11.3,8.01,0.78
03354023,29.62,20.48,1.19
03354024,14.75,8.89,0.4
03354025,68.05,57.56,1.46
03354026,83.31,79.94,56.52
03354027,30.84,25.47,0.22
03355001,98.52,92.99,84.33
03355002,95.11,94.46,84.9
03355003,97.98,95.01,55.2
03355004,96.2,91.69,79.67
03355005,99.12,98.83,83.9
03355006,99.09,99.09,99.09
03355007,63.04,42.18,0.44
03355008,100.0,79.16,52.39
03355009,95.72,95.05,87.07
03355010,22.05,20.51,20.51
03355011,95.5,81.42,0.0
03355012,17.71,15.62,15.62
03355013,36.8,30.77,5.2
03355014,99.59,97.96,92.47
03355015,99.13,99.13,99.13
03355016,99.01,98.76,96.44
03355017,14.62,12.91,0.43
03355018,92.29,92.29,92.29
03355019,97.89,97.25,85.07
03355020,94.92,74.4,0.46
03355021,97.9,97.9,97.9
03355022,99.48,98.58,89.85
03355023,1.04,0.0,0.0
03355024,94.05,89.81,89.42
03355025,30.65,26.61,14.68
03355026,67.48,65.39,47.91
03355027,97.27,0.91,0.91
03355028,78.65,64.56,0.32
03355029,97.9,1.5,1.5
03355030,96.85,96.85,96.85
03355031,97.39,95.72,84.57
03355032,97.48,97.48,97.48
03355033,97.73,97.14,83.58
03355034,100.0,99.85,99.85
03355035,95.03,68.32,0.0
03355036,97.3,91.05,58.61
03355037,98.4,95.74,71.81
03355038,98.6,98.6,98.6
03355039,98.42,92.97,84.26
03355040,97.99,96.79,82.2
03355041,85.26,0.11,0.11
03355042,65.52,47.98,2.25
03355049,88.04,78.07,24.99
03356001,90.91,61.17,0.0
03356002,94.98,77.49,73.31
03356003,89.63,41.88,18.1
03356004,91.7,73.76,42.38
03356005,96.36,82.45,73.25
03356006,87.34,3.16,0.0
03356007,95.52,82.96,4.59
03356008,95.53,85.96,65.04
03356009,93.48,79.44,57.13
03356010,94.05,50.98,36.34
03356011,91.27,58.56,28.58
03357001,87.34,23.71,2.07
03357002,84.21,0.83,0.0
03357003,78.51,22.92,22.64
03357004,68.36,51.22,50.17
03357005,73.38,29.87,2.16
03357006,95.46,32.05,5.12
03357007,92.9,53.88,19.07
03357008,97.5,89.83,88.69
03357009,95.17,36.67,14.0
03357010,87.83,21.38,20.72
03357011,81.1,30.31,7.48
03357012,68.85,40.52,1.74
03357013,83.28,30.94,8.19
03357014,84.98,21.34,21.34
03357015,92.12,28.08,14.99
03357016,77.05,51.26,48.74
03357017,77.38,1.36,0.9
03357018,89.35,34.81,9.72
03357019,86.89,11.48,10.93
03357020,91.27,32.02,32.02
03357021,88.83,26.79,10.83
03357022,61.99,29.27,21.95
03357023,91.43,31.14,18.57
03357024,91.75,62.28,23.97
03357025,94.74,18.05,9.02
03357026,91.38,21.18,20.94
03357027,81.8,38.34,2.47
03357028,90.58,20.55,4.45
03357029,92.95,63.88,28.19
03357030,90.8,44.79,2.18
03357031,91.24,40.57,16.19
03357032,74.58,3.39,0.0
03357033,96.75,23.1,12.18
03357034,83.04,50.0,33.04
03357035,98.69,98.56,98.56
03357036,71.0,2.99,2.77
03357037,86.85,14.92,0.13
03357038,80.57,28.17,0.22
03357039,94.33,65.7,45.41
03357040,70.67,6.13,0.53
03357041,96.21,78.91,68.56
03357042,75.22,8.55,8.55
03357043,91.53,22.57,11.94
03357044,95.03,90.92,53.05
03357045,90.02,23.35,9.82
03357046,87.79,3.49,3.49
03357047,94.72,39.87,19.39
03357048,89.12,74.54,43.77
03357049,93.24,71.89,39.5
03357050,85.21,0.27,0.27
03357051,84.31,51.91,29.21
03357052,86.91,3.61,3.61
03357053,93.87,0.94,0.47
03357054,86.97,20.52,3.91
03357055,98.44,25.39,7.68
03357056,89.49,2.71,2.03
03357057,96.32,79.04,42.36
03358001,89.0,57.42,12.92
03358002,95.43,86.96,60.7
03358003,2.15,0.95,0.95
03358005,87.0,79.31,78.82
03358006,93.41,43.84,0.29
03358007,93.59,51.47,28.75
03358008,93.55,88.39,65.01
03358009,4.05,1.8,1.8
03358010,91.23,71.02,24.15
03358011,91.58,16.48,16.48
03358012,81.61,49.55,0.67
03358013,1.47,0.88,0.88
03358014,90.88,57.66,1.81
03358015,80.11,60.52,50.19
03358016,97.72,96.12,71.47
03358017,91.89,88.45,64.5
03358018,54.69,45.21,2.4
03358019,89.66,80.05,50.2
